brand,model,year,color,fuel_type,door,gear,motor,body_type,kilometers,currency,price,car_age,price_segment,km_category,sku_id
Toyota,Yaris,2019,Blanco,Nafta,4.0,Manual,1.5,Sedán,37000,pesos,4950000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1487
Citroën,C3 Picasso,2011,Negro,Nafta,5.0,Manual,1.6,Hatchback,114600,pesos,2300000,14,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1488
Volkswagen,Passat,2012,Gris,Nafta,4.0,Automática,2.0,Sedán,147000,dólares,15900,13,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1489
Ford,Ka,2018,Blanco,Nafta,5.0,Manual,1.5,Hatchback,58000,pesos,3098900,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1490
Peugeot,408,2011,Negro,Nafta,4.0,Automática,2.0,Sedán,80000,pesos,2499700,14,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1491
Peugeot,208,2018,Gris,Nafta,5.0,Automática,1.6,Hatchback,33000,pesos,4149800,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1492
Ford,Ecosport,2016,Negro,Nafta,5.0,Manual,1.6,Suv,80000,pesos,3998700,9,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1493
Ford,Fiesta Kinetic Design,2015,Azul,Nafta,5.0,Manual,1.6,Hatchback,55000,pesos,3249800,10,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1494
Citroën,C3,2013,Gris,Nafta,5.0,Manual,1.6,Hatchback,34000,pesos,2799800,12,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1495
Volkswagen,Suran,2019,Gris,Nafta,5.0,Manual,1.6,Monovolumen,48000,pesos,3949800,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1496
Nissan,March,2015,Rojo,Nafta,5.0,Manual,1.6,Hatchback,51000,pesos,2781000,10,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1497
Peugeot,208,2020,Gris,Nafta,5.0,Manual,1.6,Hatchback,11000,pesos,4449800,5,Cotizacion en Pesos (Verificar),Nuevo (<20k),1498
Ford,Territory,2022,Negro,Nafta,5.0,Automática,1.5,Suv,1000,pesos,11290000,3,Cotizacion en Pesos (Verificar),Nuevo (<20k),1499
Toyota,Etios,2017,Blanco,Nafta,5.0,Manual,1.5,Hatchback,87000,pesos,3450000,8,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1500
Nissan,March,2018,Gris,Nafta,5.0,Manual,1.6,Hatchback,67082,pesos,3000000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1501
Peugeot,3008,2013,Negro,Nafta,5.0,Manual,1.6,Monovolumen,135000,pesos,3190000,12,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1502
Honda,Cr-V,2017,Gris,Nafta,5.0,Automática,2.4,Suv,154451,pesos,7700000,8,Cotizacion en Pesos (Verificar),Alto Kilometraje (>150k),1503
Chevrolet,Cruze,2014,Gris,Nafta,5.0,Manual,1.8,Hatchback,107000,pesos,2890000,11,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1504
Chevrolet,Tracker,2018,Gris,Nafta,5.0,Automática,1.8,Suv,52000,pesos,5250000,7,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1505
Volkswagen,Amarok,2019,Gris,Diésel,4.0,Automática,3.0,Pick-Up,49000,dólares,46000,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1506
Peugeot,2008,2017,Blanco,Nafta,5.0,Manual,1.6,Suv,75358,pesos,3960000,8,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1507
Volkswagen,Amarok,2019,Gris,Diésel,4.0,Automática,3.0,Pick-Up,57500,dólares,44900,6,Cotizacion en Pesos (Verificar),Uso Medio (20-80k),1508
Toyota,Etios,2015,Gris,Nafta,5.0,Manual,1.5,Hatchback,84000,pesos,2890000,10,Cotizacion en Pesos (Verificar),Muy Usado (80-150k),1509
